kind,policy,instance,step,tool,restart,input_hash,claim,outcome
receipt,candidate,7,4,0,0,61f86ca6bb07a4a,0,0
receipt,candidate,7,4,1,0,61f86ca6bb07a4a,0,0
receipt,candidate,8,0,0,0,27a531fcfe54966c,1,1
receipt,candidate,8,0,1,0,27a531fcfe54966c,0,1
receipt,candidate,8,1,0,0,27a531fcfe54966c,0,1
receipt,candidate,8,1,1,0,27a531fcfe54966c,1,1
receipt,candidate,8,2,0,0,27a531fcfe54966c,1,1
receipt,candidate,8,2,1,0,27a531fcfe54966c,0,1
receipt,candidate,8,3,0,0,27a531fcfe54966c,0,1
receipt,candidate,8,3,1,0,27a531fcfe54966c,0,1
receipt,candidate,8,4,0,0,27a531fcfe54966c,0,1
receipt,candidate,8,4,1,0,27a531fcfe54966c,1,1
receipt,candidate,9,0,0,0,2cfa1d916a3d8623,1,0
receipt,candidate,9,0,1,0,2cfa1d916a3d8623,1,0
receipt,candidate,9,1,0,0,2cfa1d916a3d8623,1,0
receipt,candidate,9,1,1,0,2cfa1d916a3d8623,1,0
receipt,candidate,9,2,0,0,2cfa1d916a3d8623,1,0
receipt,candidate,9,2,1,0,2cfa1d916a3d8623,0,0
receipt,candidate,9,3,0,0,2cfa1d916a3d8623,0,0
receipt,candidate,9,3,1,0,2cfa1d916a3d8623,0,0
receipt,candidate,9,4,0,0,2cfa1d916a3d8623,0,0
receipt,candidate,9,4,1,0,2cfa1d916a3d8623,0,0
receipt,candidate,10,0,0,0,150544199e0be321,0,0
receipt,candidate,10,0,1,0,150544199e0be321,0,0
receipt,candidate,10,1,0,0,150544199e0be321,0,0
receipt,candidate,10,1,1,0,150544199e0be321,0,0
receipt,candidate,10,2,0,0,150544199e0be321,0,0
receipt,candidate,10,2,1,0,150544199e0be321,1,0
receipt,candidate,10,3,0,0,150544199e0be321,1,0
receipt,candidate,10,3,1,0,150544199e0be321,0,0
receipt,candidate,10,4,0,0,150544199e0be321,0,0
receipt,candidate,10,4,1,0,150544199e0be321,0,0
receipt,candidate,11,0,0,0,a3b91ce46047daec,1,0
receipt,candidate,11,0,1,0,a3b91ce46047daec,0,0
receipt,candidate,11,1,0,0,a3b91ce46047daec,0,0
receipt,candidate,11,1,1,0,a3b91ce46047daec,0,0
receipt,candidate,11,2,0,0,a3b91ce46047daec,1,0
receipt,candidate,11,2,1,0,a3b91ce46047daec,0,0
receipt,candidate,11,3,0,0,a3b91ce46047daec,0,0
receipt,candidate,11,3,1,0,a3b91ce46047daec,0,0
receipt,candidate,11,4,0,0,a3b91ce46047daec,1,0
receipt,candidate,11,4,1,0,a3b91ce46047daec,0,0
receipt,fixed,0,0,0,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,0,1,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,1,0,0,ac9eef8f1a00f482,1,0
receipt,fixed,0,1,1,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,2,0,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,2,1,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,3,0,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,3,1,0,ac9eef8f1a00f482,0,0
receipt,fixed,0,4,0,0,ac9eef8f1a00f482,1,0
receipt,fixed,0,4,1,0,ac9eef8f1a00f482,0,0
receipt,fixed,1,0,0,0,cfcd17f27abc9bf3,1,1
receipt,fixed,1,0,1,0,cfcd17f27abc9bf3,1,1
receipt,fixed,1,1,0,0,cfcd17f27abc9bf3,0,1
receipt,fixed,1,1,1,0,cfcd17f27abc9bf3,0,1
receipt,fixed,1,2,0,0,cfcd17f27abc9bf3,0,1
receipt,fixed,1,2,1,0,cfcd17f27abc9bf3,1,1
receipt,fixed,1,3,0,0,cfcd17f27abc9bf3,1,1
receipt,fixed,1,3,1,0,cfcd17f27abc9bf3,0,1
receipt,fixed,1,4,0,0,cfcd17f27abc9bf3,1,1
receipt,fixed,1,4,1,0,cfcd17f27abc9bf3,1,1
receipt,fixed,2,0,0,0,59d9b319754c58d8,0,1
receipt,fixed,2,0,1,0,59d9b319754c58d8,0,1
receipt,fixed,2,1,0,0,59d9b319754c58d8,0,1
receipt,fixed,2,1,1,0,59d9b319754c58d8,1,1
receipt,fixed,2,2,0,0,59d9b319754c58d8,0,1
receipt,fixed,2,2,1,0,59d9b319754c58d8,1,1
receipt,fixed,2,3,0,0,59d9b319754c58d8,0,1
receipt,fixed,2,3,1,0,59d9b319754c58d8,1,1
receipt,fixed,2,4,0,0,59d9b319754c58d8,1,1
receipt,fixed,2,4,1,0,59d9b319754c58d8,1,1
receipt,fixed,3,0,0,0,959a1ccc4bd4795a,1,0
receipt,fixed,3,0,1,0,959a1ccc4bd4795a,1,0
receipt,fixed,3,1,0,0,959a1ccc4bd4795a,0,0
receipt,fixed,3,1,1,0,959a1ccc4bd4795a,1,0
receipt,fixed,3,2,0,0,959a1ccc4bd4795a,0,0
receipt,fixed,3,2,1,0,959a1ccc4bd4795a,0,0
receipt,fixed,3,3,0,0,959a1ccc4bd4795a,0,0
receipt,fixed,3,3,1,0,959a1ccc4bd4795a,1,0
receipt,fixed,3,4,0,0,959a1ccc4bd4795a,0,0
receipt,fixed,3,4,1,0,959a1ccc4bd4795a,1,0
receipt,fixed,4,0,0,0,e42753ade51b9596,0,1
receipt,fixed,4,0,1,0,e42753ade51b9596,1,1
receipt,fixed,4,1,0,0,e42753ade51b9596,0,1
receipt,fixed,4,1,1,0,e42753ade51b9596,0,1
receipt,fixed,4,2,0,0,e42753ade51b9596,1,1
receipt,fixed,4,2,1,0,e42753ade51b9596,1,1
receipt,fixed,4,3,0,0,e42753ade51b9596,1,1
receipt,fixed,4,3,1,0,e42753ade51b9596,0,1
receipt,fixed,4,4,0,0,e42753ade51b9596,0,1
receipt,fixed,4,4,1,0,e42753ade51b9596,1,1
receipt,fixed,5,0,0,0,fbedc004d4e1ae4d,0,1
receipt,fixed,5,0,1,0,fbedc004d4e1ae4d,1,1
receipt,fixed,5,1,0,0,fbedc004d4e1ae4d,1,1
receipt,fixed,5,1,1,0,fbedc004d4e1ae4d,0,1
receipt,fixed,5,2,0,0,fbedc004d4e1ae4d,1,1
receipt,fixed,5,2,1,0,fbedc004d4e1ae4d,0,1
receipt,fixed,5,3,0,0,fbedc004d4e1ae4d,0,1
receipt,fixed,5,3,1,0,fbedc004d4e1ae4d,0,1
receipt,fixed,5,4,0,0,fbedc004d4e1ae4d,0,1
receipt,fixed,5,4,1,0,fbedc004d4e1ae4d,1,1
receipt,fixed,6,0,0,0,546ab947816e6965,1,1
receipt,fixed,6,0,1,0,546ab947816e6965,0,1
receipt,fixed,6,1,0,0,546ab947816e6965,1,1
receipt,fixed,6,1,1,0,546ab947816e6965,1,1
receipt,fixed,6,2,0,0,546ab947816e6965,1,1
receipt,fixed,6,2,1,0,546ab947816e6965,1,1
receipt,fixed,6,3,0,0,546ab947816e6965,0,1
receipt,fixed,6,3,1,0,546ab947816e6965,0,1
receipt,fixed,6,4,0,0,546ab947816e6965,1,1
receipt,fixed,6,4,1,0,546ab947816e6965,1,1
receipt,fixed,7,0,0,0,61f86ca6bb07a4a,0,0
receipt,fixed,7,0,1,0,61f86ca6bb07a4a,0,0
receipt,fixed,7,1,0,0,61f86ca6bb07a4a,0,0
receipt,fixed,7,1,1,0,61f86ca6bb07a4a,1,0
receipt,fixed,7,2,0,0,61f86ca6bb07a4a,0,0
receipt,fixed,7,2,1,0,61f86ca6bb07a4a,0,0
receipt,fixed,7,3,0,0,61f86ca6bb07a4a,1,0
receipt,fixed,7,3,1,0,61f86ca6bb07a4a,0,0
receipt,fixed,7,4,0,0,61f86ca6bb07a4a,1,0
receipt,fixed,7,4,1,0,61f86ca6bb07a4a,1,0
receipt,fixed,8,0,0,0,27a531fcfe54966c,0,1
receipt,fixed,8,0,1,0,27a531fcfe54966c,1,1
receipt,fixed,8,1,0,0,27a531fcfe54966c,1,1
receipt,fixed,8,1,1,0,27a531fcfe54966c,1,1
receipt,fixed,8,2,0,0,27a531fcfe54966c,0,1
receipt,fixed,8,2,1,0,27a531fcfe54966c,1,1
receipt,fixed,8,3,0,0,27a531fcfe54966c,1,1
receipt,fixed,8,3,1,0,27a531fcfe54966c,0,1
receipt,fixed,8,4,0,0,27a531fcfe54966c,0,1
receipt,fixed,8,4,1,0,27a531fcfe54966c,0,1
receipt,fixed,9,0,0,0,2cfa1d916a3d8623,0,0
receipt,fixed,9,0,1,0,2cfa1d916a3d8623,0,0
receipt,fixed,9,1,0,0,2cfa1d916a3d8623,1,0
receipt,fixed,9,1,1,0,2cfa1d916a3d8623,0,0
receipt,fixed,9,2,0,0,2cfa1d916a3d8623,1,0
receipt,fixed,9,2,1,0,2cfa1d916a3d8623,1,0
receipt,fixed,9,3,0,0,2cfa1d916a3d8623,1,0
receipt,fixed,9,3,1,0,2cfa1d916a3d8623,0,0
receipt,fixed,9,4,0,0,2cfa1d916a3d8623,0,0
receipt,fixed,9,4,1,0,2cfa1d916a3d8623,0,0
receipt,fixed,10,0,0,0,150544199e0be321,0,0
receipt,fixed,10,0,1,0,150544199e0be321,1,0
receipt,fixed,10,1,0,0,150544199e0be321,1,0
receipt,fixed,10,1,1,0,150544199e0be321,1,0
receipt,fixed,10,2,0,0,150544199e0be321,0,0
receipt,fixed,10,2,1,0,150544199e0be321,1,0
receipt,fixed,10,3,0,0,150544199e0be321,0,0
receipt,fixed,10,3,1,0,150544199e0be321,1,0
receipt,fixed,10,4,0,0,150544199e0be321,0,0
receipt,fixed,10,4,1,0,150544199e0be321,0,0
receipt,fixed,11,0,0,0,a3b91ce46047daec,0,0
receipt,fixed,11,0,1,0,a3b91ce46047daec,1,0
receipt,fixed,11,1,0,0,a3b91ce46047daec,1,0
receipt,fixed,11,1,1,0,a3b91ce46047daec,0,0
receipt,fixed,11,2,0,0,a3b91ce46047daec,1,0
receipt,fixed,11,2,1,0,a3b91ce46047daec,0,0
receipt,fixed,11,3,0,0,a3b91ce46047daec,1,0
receipt,fixed,11,3,1,0,a3b91ce46047daec,1,0
receipt,fixed,11,4,0,0,a3b91ce46047daec,1,0
receipt,fixed,11,4,1,0,a3b91ce46047daec,1,0
receipt,broad,0,0,0,0,ac9eef8f1a00f482,0,0
receipt,broad,0,0,1,0,ac9eef8f1a00f482,1,0
receipt,broad,0,1,0,0,ac9eef8f1a00f482,0,0
receipt,broad,0,1,1,0,ac9eef8f1a00f482,0,0
receipt,broad,0,2,0,0,ac9eef8f1a00f482,0,0
receipt,broad,0,2,1,0,ac9eef8f1a00f482,0,0
receipt,broad,0,3,0,0,ac9eef8f1a00f482,0,0
receipt,broad,0,3,1,0,ac9eef8f1a00f482,0,0
receipt,broad,0,4,0,0,ac9eef8f1a00f482,1,0
receipt,broad,0,4,1,0,ac9eef8f1a00f482,0,0
receipt,broad,1,0,0,0,cfcd17f27abc9bf3,1,1
receipt,broad,1,0,1,0,cfcd17f27abc9bf3,1,1
receipt,broad,1,1,0,0,cfcd17f27abc9bf3,0,1
receipt,broad,1,1,1,0,cfcd17f27abc9bf3,0,1
receipt,broad,1,2,0,0,cfcd17f27abc9bf3,1,1
receipt,broad,1,2,1,0,cfcd17f27abc9bf3,0,1
receipt,broad,1,3,0,0,cfcd17f27abc9bf3,0,1
receipt,broad,1,3,1,0,cfcd17f27abc9bf3,1,1
receipt,broad,1,4,0,0,cfcd17f27abc9bf3,1,1
receipt,broad,1,4,1,0,cfcd17f27abc9bf3,1,1
receipt,broad,2,0,0,0,59d9b319754c58d8,0,1
receipt,broad,2,0,1,0,59d9b319754c58d8,0,1
receipt,broad,2,1,0,0,59d9b319754c58d8,0,1
receipt,broad,2,1,1,0,59d9b319754c58d8,0,1
receipt,broad,2,2,0,0,59d9b319754c58d8,1,1
receipt,broad,2,2,1,0,59d9b319754c58d8,0,1
receipt,broad,2,3,0,0,59d9b319754c58d8,0,1
receipt,broad,2,3,1,0,59d9b319754c58d8,0,1
receipt,broad,2,4,0,0,59d9b319754c58d8,1,1
receipt,broad,2,4,1,0,59d9b319754c58d8,1,1
receipt,broad,3,0,0,0,959a1ccc4bd4795a,0,0
receipt,broad,3,0,1,0,959a1ccc4bd4795a,0,0
receipt,broad,3,1,0,0,959a1ccc4bd4795a,1,0
receipt,broad,3,1,1,0,959a1ccc4bd4795a,0,0
receipt,broad,3,2,0,0,959a1ccc4bd4795a,0,0
receipt,broad,3,2,1,0,959a1ccc4bd4795a,1,0
receipt,broad,3,3,0,0,959a1ccc4bd4795a,1,0
receipt,broad,3,3,1,0,959a1ccc4bd4795a,1,0
receipt,broad,3,4,0,0,959a1ccc4bd4795a,0,0
receipt,broad,3,4,1,0,959a1ccc4bd4795a,0,0
receipt,broad,4,0,0,0,e42753ade51b9596,1,1
receipt,broad,4,0,1,0,e42753ade51b9596,1,1
receipt,broad,4,1,0,0,e42753ade51b9596,0,1
receipt,broad,4,1,1,0,e42753ade51b9596,1,1
receipt,broad,4,2,0,0,e42753ade51b9596,0,1
receipt,broad,4,2,1,0,e42753ade51b9596,0,1
receipt,broad,4,3,0,0,e42753ade51b9596,1,1
receipt,broad,4,3,1,0,e42753ade51b9596,1,1
receipt,broad,4,4,0,0,e42753ade51b9596,1,1
receipt,broad,4,4,1,0,e42753ade51b9596,0,1
receipt,broad,5,0,0,0,fbedc004d4e1ae4d,0,1
receipt,broad,5,0,1,0,fbedc004d4e1ae4d,0,1
receipt,broad,5,1,0,0,fbedc004d4e1ae4d,0,1
receipt,broad,5,1,1,0,fbedc004d4e1ae4d,1,1
receipt,broad,5,2,0,0,fbedc004d4e1ae4d,0,1
receipt,broad,5,2,1,0,fbedc004d4e1ae4d,0,1
receipt,broad,5,3,0,0,fbedc004d4e1ae4d,1,1
receipt,broad,5,3,1,0,fbedc004d4e1ae4d,1,1
receipt,broad,5,4,0,0,fbedc004d4e1ae4d,1,1
receipt,broad,5,4,1,0,fbedc004d4e1ae4d,1,1
receipt,broad,6,0,0,0,546ab947816e6965,1,1
receipt,broad,6,0,1,0,546ab947816e6965,1,1
receipt,broad,6,1,0,0,546ab947816e6965,0,1
receipt,broad,6,1,1,0,546ab947816e6965,0,1
receipt,broad,6,2,0,0,546ab947816e6965,1,1
receipt,broad,6,2,1,0,546ab947816e6965,0,1
receipt,broad,6,3,0,0,546ab947816e6965,0,1
receipt,broad,6,3,1,0,546ab947816e6965,0,1
receipt,broad,6,4,0,0,546ab947816e6965,1,1
receipt,broad,6,4,1,0,546ab947816e6965,0,1
receipt,broad,7,0,0,0,61f86ca6bb07a4a,1,0
receipt,broad,7,0,1,0,61f86ca6bb07a4a,0,0
receipt,broad,7,1,0,0,61f86ca6bb07a4a,0,0
receipt,broad,7,1,1,0,61f86ca6bb07a4a,0,0
receipt,broad,7,2,0,0,61f86ca6bb07a4a,1,0
receipt,broad,7,2,1,0,61f86ca6bb07a4a,1,0
receipt,broad,7,3,0,0,61f86ca6bb07a4a,0,0
receipt,broad,7,3,1,0,61f86ca6bb07a4a,0,0
receipt,broad,7,4,0,0,61f86ca6bb07a4a,0,0
receipt,broad,7,4,1,0,61f86ca6bb07a4a,1,0
receipt,broad,8,0,0,0,27a531fcfe54966c,1,1
receipt,broad,8,0,1,0,27a531fcfe54966c,0,1
receipt,broad,8,1,0,0,27a531fcfe54966c,0,1
receipt,broad,8,1,1,0,27a531fcfe54966c,1,1
receipt,broad,8,2,0,0,27a531fcfe54966c,0,1
receipt,broad,8,2,1,0,27a531fcfe54966c,1,1
receipt,broad,8,3,0,0,27a531fcfe54966c,1,1
receipt,broad,8,3,1,0,27a531fcfe54966c,1,1
receipt,broad,8,4,0,0,27a531fcfe54966c,0,1
receipt,broad,8,4,1,0,27a531fcfe54966c,0,1
receipt,broad,9,0,0,0,2cfa1d916a3d8623,0,0
receipt,broad,9,0,1,0,2cfa1d916a3d8623,0,0
receipt,broad,9,1,0,0,2cfa1d916a3d8623,1,0
receipt,broad,9,1,1,0,2cfa1d916a3d8623,1,0
receipt,broad,9,2,0,0,2cfa1d916a3d8623,0,0
receipt,broad,9,2,1,0,2cfa1d916a3d8623,1,0
receipt,broad,9,3,0,0,2cfa1d916a3d8623,1,0
receipt,broad,9,3,1,0,2cfa1d916a3d8623,0,0
receipt,broad,9,4,0,0,2cfa1d916a3d8623,0,0
receipt,broad,9,4,1,0,2cfa1d916a3d8623,0,0
receipt,broad,10,0,0,0,150544199e0be321,0,0
receipt,broad,10,0,1,0,150544199e0be321,0,0
receipt,broad,10,1,0,0,150544199e0be321,1,0
receipt,broad,10,1,1,0,150544199e0be321,0,0
receipt,broad,10,2,0,0,150544199e0be321,0,0
receipt,broad,10,2,1,0,150544199e0be321,1,0
receipt,broad,10,3,0,0,150544199e0be321,1,0
receipt,broad,10,3,1,0,150544199e0be321,0,0
receipt,broad,10,4,0,0,150544199e0be321,1,0
receipt,broad,10,4,1,0,150544199e0be321,1,0
receipt,broad,11,0,0,0,a3b91ce46047daec,1,0
receipt,broad,11,0,1,0,a3b91ce46047daec,0,0
receipt,broad,11,1,0,0,a3b91ce46047daec,0,0
receipt,broad,11,1,1,0,a3b91ce46047daec,0,0
receipt,broad,11,2,0,0,a3b91ce46047daec,0,0
receipt,broad,11,2,1,0,a3b91ce46047daec,0,0
receipt,broad,11,3,0,0,a3b91ce46047daec,1,0
receipt,broad,11,3,1,0,a3b91ce46047daec,0,0
receipt,broad,11,4,0,0,a3b91ce46047daec,0,0
receipt,broad,11,4,1,0,a3b91ce46047daec,1,0
receipt,random,0,0,0,0,ac9eef8f1a00f482,1,0
receipt,random,0,0,1,0,ac9eef8f1a00f482,1,0
receipt,random,0,1,0,0,ac9eef8f1a00f482,0,0
receipt,random,0,1,1,0,ac9eef8f1a00f482,0,0
receipt,random,0,2,0,0,ac9eef8f1a00f482,1,0
receipt,random,0,2,1,0,ac9eef8f1a00f482,0,0
receipt,random,0,3,0,0,ac9eef8f1a00f482,0,0
receipt,random,0,3,1,0,ac9eef8f1a00f482,1,0
receipt,random,0,4,0,0,ac9eef8f1a00f482,0,0
receipt,random,0,4,1,0,ac9eef8f1a00f482,0,0
receipt,random,1,0,0,0,cfcd17f27abc9bf3,1,1
receipt,random,1,0,1,0,cfcd17f27abc9bf3,1,1
receipt,random,1,1,0,0,cfcd17f27abc9bf3,1,1
receipt,random,1,1,1,0,cfcd17f27abc9bf3,0,1
receipt,random,1,2,0,0,cfcd17f27abc9bf3,0,1
receipt,random,1,2,1,0,cfcd17f27abc9bf3,0,1
receipt,random,1,3,0,0,cfcd17f27abc9bf3,1,1
receipt,random,1,3,1,0,cfcd17f27abc9bf3,0,1
receipt,random,1,4,0,0,cfcd17f27abc9bf3,1,1
receipt,random,1,4,1,0,cfcd17f27abc9bf3,0,1
receipt,random,2,0,0,0,59d9b319754c58d8,1,1
receipt,random,2,0,1,0,59d9b319754c58d8,0,1
receipt,random,2,1,0,0,59d9b319754c58d8,0,1
receipt,random,2,1,1,0,59d9b319754c58d8,0,1
receipt,random,2,2,0,0,59d9b319754c58d8,0,1
receipt,random,2,2,1,0,59d9b319754c58d8,1,1
receipt,random,2,3,0,0,59d9b319754c58d8,1,1
receipt,random,2,3,1,0,59d9b319754c58d8,1,1
receipt,random,2,4,0,0,59d9b319754c58d8,0,1
receipt,random,2,4,1,0,59d9b319754c58d8,1,1
receipt,random,3,0,0,0,959a1ccc4bd4795a,1,0
receipt,random,3,0,1,0,959a1ccc4bd4795a,1,0
receipt,random,3,1,0,0,959a1ccc4bd4795a,1,0
receipt,random,3,1,1,0,959a1ccc4bd4795a,0,0
receipt,random,3,2,0,0,959a1ccc4bd4795a,0,0
receipt,random,3,2,1,0,959a1ccc4bd4795a,1,0
receipt,random,3,3,0,0,959a1ccc4bd4795a,0,0
receipt,random,3,3,1,0,959a1ccc4bd4795a,0,0
receipt,random,3,4,0,0,959a1ccc4bd4795a,0,0
receipt,random,3,4,1,0,959a1ccc4bd4795a,1,0
receipt,random,4,0,0,0,e42753ade51b9596,0,1
receipt,random,4,0,1,0,e42753ade51b9596,1,1
receipt,random,4,1,0,0,e42753ade51b9596,0,1
receipt,random,4,1,1,0,e42753ade51b9596,0,1
receipt,random,4,2,0,0,e42753ade51b9596,1,1
receipt,random,4,2,1,0,e42753ade51b9596,1,1
receipt,random,4,3,0,0,e42753ade51b9596,1,1
receipt,random,4,3,1,0,e42753ade51b9596,1,1
receipt,random,4,4,0,0,e42753ade51b9596,0,1
receipt,random,4,4,1,0,e42753ade51b9596,0,1
receipt,random,5,0,0,0,fbedc004d4e1ae4d,1,1
receipt,random,5,0,1,0,fbedc004d4e1ae4d,0,1
receipt,random,5,1,0,0,fbedc004d4e1ae4d,1,1
receipt,random,5,1,1,0,fbedc004d4e1ae4d,0,1
receipt,random,5,2,0,0,fbedc004d4e1ae4d,0,1
receipt,random,5,2,1,0,fbedc004d4e1ae4d,0,1
receipt,random,5,3,0,0,fbedc004d4e1ae4d,0,1
receipt,random,5,3,1,0,fbedc004d4e1ae4d,0,1
receipt,random,5,4,0,0,fbedc004d4e1ae4d,0,1
receipt,random,5,4,1,0,fbedc004d4e1ae4d,0,1
receipt,random,6,0,0,0,546ab947816e6965,0,1
receipt,random,6,0,1,0,546ab947816e6965,1,1
receipt,random,6,1,0,0,546ab947816e6965,1,1
receipt,random,6,1,1,0,546ab947816e6965,1,1
receipt,random,6,2,0,0,546ab947816e6965,0,1
receipt,random,6,2,1,0,546ab947816e6965,1,1
receipt,random,6,3,0,0,546ab947816e6965,0,1
receipt,random,6,3,1,0,546ab947816e6965,0,1
receipt,random,6,4,0,0,546ab947816e6965,0,1
receipt,random,6,4,1,0,546ab947816e6965,1,1
receipt,random,7,0,0,0,61f86ca6bb07a4a,0,0
receipt,random,7,0,1,0,61f86ca6bb07a4a,0,0
receipt,random,7,1,0,0,61f86ca6bb07a4a,1,0
receipt,random,7,1,1,0,61f86ca6bb07a4a,0,0
receipt,random,7,2,0,0,61f86ca6bb07a4a,0,0
receipt,random,7,2,1,0,61f86ca6bb07a4a,1,0
receipt,random,7,3,0,0,61f86ca6bb07a4a,1,0
receipt,random,7,3,1,0,61f86ca6bb07a4a,0,0
receipt,random,7,4,0,0,61f86ca6bb07a4a,1,0
receipt,random,7,4,1,0,61f86ca6bb07a4a,0,0
receipt,random,8,0,0,0,27a531fcfe54966c,1,1
receipt,random,8,0,1,0,27a531fcfe54966c,1,1
receipt,random,8,1,0,0,27a531fcfe54966c,1,1
receipt,random,8,1,1,0,27a531fcfe54966c,1,1
receipt,random,8,2,0,0,27a531fcfe54966c,1,1
receipt,random,8,2,1,0,27a531fcfe54966c,0,1
receipt,random,8,3,0,0,27a531fcfe54966c,0,1
receipt,random,8,3,1,0,27a531fcfe54966c,0,1
