target,seed,row,arm,candidate_evaluations,grammar,mask,modulus,residue,validation_accuracy,test_accuracy,detail
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,30,random_directed,88,3,0,0.5983,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,31,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,31,random_directed,23,2,0,0.4567,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,32,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,32,random_directed,151,3,2,0.5983,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,33,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,33,random_directed,80,2,0,0.4483,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,34,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,34,random_directed,254,3,2,0.5775,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,35,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,35,random_directed,41,3,0,0.6025,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,36,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,36,random_directed,243,3,0,0.5283,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,37,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,37,random_directed,17,3,1,0.5792,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,38,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,38,random_directed,176,2,1,0.5042,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,39,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,39,random_directed,132,3,1,0.5875,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,40,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,40,random_directed,55,3,1,0.5658,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,41,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,41,random_directed,100,3,2,0.5700,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,42,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,42,random_directed,186,3,2,0.5767,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,43,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,43,random_directed,154,2,0,0.4900,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,44,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,44,random_directed,75,3,1,0.5950,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,45,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,45,random_directed,86,2,0,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,46,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,46,random_directed,132,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,47,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,47,random_directed,58,2,1,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,48,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,48,random_directed,48,2,1,0.5458,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,49,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,49,random_directed,129,3,1,0.5608,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,50,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,50,random_directed,196,2,1,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,51,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,51,random_directed,59,3,2,0.5950,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,52,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,52,random_directed,27,3,2,0.5858,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,53,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,53,random_directed,118,2,1,0.4900,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,54,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,54,random_directed,120,3,0,0.5633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,55,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,55,random_directed,41,2,0,0.4583,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,56,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,56,random_directed,1,3,2,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,57,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,57,random_directed,227,3,0,0.5425,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,58,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,58,random_directed,17,2,0,0.4417,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,59,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,59,random_directed,64,3,0,0.4958,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,60,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,60,random_directed,51,2,0,0.4600,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,61,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,61,random_directed,145,3,2,0.5633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,62,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,62,random_directed,189,3,1,0.5767,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,63,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,63,random_directed,2,3,1,0.6183,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,64,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,64,random_directed,2,2,0,0.4717,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,65,fixed,1,3,2,0.5383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,65,random_directed,165,3,1,0.5817,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,66,fixed,2,3,2,0.5558,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,66,random_directed,171,2,0,0.4675,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,67,fixed,3,3,2,0.5542,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,67,random_directed,7,3,2,0.5750,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,68,fixed,4,3,2,0.5642,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,68,random_directed,17,2,0,0.4417,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,69,fixed,5,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,69,random_directed,169,3,1,0.6083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,70,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,70,random_directed,43,3,1,0.5917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,71,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,71,random_directed,43,3,2,0.5800,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,72,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,72,random_directed,135,2,0,0.4633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,73,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,73,random_directed,245,3,1,0.5792,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,74,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,74,random_directed,101,2,0,0.4742,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,75,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,75,random_directed,62,3,0,0.5625,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,76,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,76,random_directed,1,2,1,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,77,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,77,random_directed,18,2,0,0.4708,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,78,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,78,random_directed,104,2,0,0.4800,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,79,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,79,random_directed,104,3,1,0.5658,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,80,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,80,random_directed,94,3,0,0.5533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,81,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,81,random_directed,251,2,1,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,82,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,82,random_directed,239,3,0,0.4708,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,83,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,83,random_directed,230,2,1,0.4992,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,84,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,84,random_directed,58,3,2,0.5583,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,85,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,85,random_directed,108,2,0,0.4633,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,86,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,86,random_directed,216,2,0,0.4725,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,87,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,87,random_directed,122,3,1,0.5692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,88,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,88,random_directed,157,3,1,0.5717,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,89,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,89,random_directed,216,2,0,0.4725,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,90,fixed,1,2,1,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,90,random_directed,61,3,0,0.5692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,91,fixed,2,2,1,0.5083,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,91,random_directed,253,3,2,0.5892,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,92,fixed,3,2,1,0.4533,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,92,random_directed,223,3,2,0.6050,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,93,fixed,4,2,1,0.4550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,93,random_directed,237,2,0,0.4367,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,94,fixed,5,2,1,0.5617,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,94,random_directed,62,2,1,0.5367,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,95,fixed,1,3,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,95,random_directed,40,2,1,0.5367,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,96,fixed,2,3,0,0.5375,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,96,random_directed,16,3,2,0.5908,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,97,fixed,3,3,0,0.5342,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,97,random_directed,39,3,2,0.5550,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,98,fixed,4,3,0,0.5358,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,98,random_directed,150,3,2,0.5850,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,99,fixed,5,3,0,0.5108,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,99,random_directed,39,3,0,0.5683,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,100,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,100,random_directed,238,3,0,0.5933,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,101,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,101,random_directed,165,3,2,0.5717,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,102,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,102,random_directed,81,2,1,0.5200,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,103,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,103,random_directed,227,2,1,0.4933,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,104,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,104,random_directed,96,2,0,0.4392,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,105,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,105,random_directed,205,2,0,0.4700,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,106,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,106,random_directed,59,3,0,0.5608,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,107,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,107,random_directed,188,3,2,0.5883,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,108,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,108,random_directed,61,3,0,0.5692,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,109,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,109,random_directed,9,3,2,0.6217,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,110,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,110,random_directed,215,2,1,0.5250,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,111,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,111,random_directed,126,3,2,0.5825,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,112,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,112,random_directed,33,3,1,0.5875,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,113,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,113,random_directed,152,2,0,0.4842,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,114,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,114,random_directed,209,3,0,0.5700,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,115,fixed,1,3,1,0.6325,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,115,random_directed,100,2,1,0.5242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,116,fixed,2,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,116,random_directed,122,3,0,0.5783,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,117,fixed,3,3,1,0.6292,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,117,random_directed,35,2,1,0.5092,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,118,fixed,4,3,1,0.6175,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,118,random_directed,242,2,0,0.5133,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,119,fixed,5,3,1,0.6242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,119,random_directed,89,2,1,0.5242,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,120,fixed,1,2,0,0.4117,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,120,random_directed,161,2,0,0.4958,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,121,fixed,2,2,0,0.4917,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,121,random_directed,183,3,2,0.5750,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,122,fixed,3,2,0,0.5467,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,122,random_directed,123,2,1,0.5742,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,123,fixed,4,2,0,0.5450,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,123,random_directed,31,3,0,0.5500,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,124,fixed,5,2,0,0.4383,,
heldout_directed_pivot3_mod3,0xA600000000000001,ledger,hand_oracle,124,random_directed,182,2,0,0.4800,,
